amount,hour,location_match,device_match,failed_attempts,is_fraud
354.2446975969893,19,1,1,0,0
38552.27034096056,2,0,0,3,1
26317.812081931635,2,0,0,4,1
13630.802671244297,2,0,0,4,1
298.7533842758653,21,1,1,0,0
5397.148368354765,1,0,0,3,1
40503.91262458307,4,0,0,3,1
8497.278546587557,4,0,0,4,1
5.558697118594199,8,1,1,0,0
1468.4080714009847,2,0,0,4,1
6.846895779000248,14,1,1,0,0
17.474911147169426,11,1,1,0,0
810.3002891589144,3,0,0,3,1
56090.75802317197,4,0,0,4,1
389.50540518621455,19,1,1,0,0
814.8625961627984,7,1,1,0,0
15.774857572594726,18,1,1,0,0
784.7868180200087,3,0,0,3,1
19900.83780742028,4,0,0,3,1
20856.52150399359,2,0,0,4,1
23916.375986477815,4,0,0,4,1
122.04956338143012,15,1,1,0,0
472.7180809703227,15,1,1,0,0
177.86730378929175,13,1,1,0,0
20613.98127839837,0,0,0,4,1
162.57264097494118,16,1,1,0,0
16790.63927513796,3,0,0,4,1
36559.33274377104,2,0,0,4,1
8574.503488264094,3,0,0,3,1
11125.559746950938,4,0,0,3,1
184.64189132160834,21,1,1,0,0
933.3307588985646,7,1,1,0,0
50.828068588701555,21,1,1,0,0
4752.204237635986,3,0,0,4,1
17.02082086781672,19,1,1,0,0
857.2440341618183,0,0,0,4,1
36301.138523414564,4,0,0,3,1
127.36455980684478,9,1,1,0,0
10746.701891948784,1,0,0,3,1
1249.340111198267,4,0,0,3,1
3257.306904410097,3,0,0,3,1
963.66522859432,0,0,0,3,1
11477.374172977226,0,0,0,4,1
642.181632102682,6,1,1,0,0
15439.451855321708,1,0,0,4,1
459.0072423565649,13,1,1,0,0
70.75740898747202,19,1,1,0,0
11807.691040930693,1,0,0,3,1
2.1020255804173384,6,1,1,0,0
128.3572029280025,20,1,1,0,0
477.5847656868464,1,0,0,4,1
18847.59314158529,0,0,0,3,1
15049.746346235785,4,0,0,4,1
200.61119513628665,12,1,1,0,0
598.7775182095094,0,0,0,4,1
1082.4043616581796,18,1,1,0,0
23.959187208937383,12,1,1,0,0
4709.127746388902,0,0,0,3,1
11932.297027408149,4,0,0,4,1
11182.064460817006,1,0,0,4,1
360.90505557256165,18,1,1,0,0
20432.114893426806,4,0,0,3,1
234.46238341757044,6,1,1,0,0
113.00885281969923,13,1,1,0,0
592.4860328224831,11,1,1,0,0
184.62485145179747,12,1,1,0,0
255.68738807347006,14,1,1,0,0
40.88618055062178,21,1,1,0,0
855.7543081161416,9,1,1,0,0
486.73518282769385,10,1,1,0,0
308.8395508595309,6,1,1,0,0
142.59681661066898,20,1,1,0,0
10194.449855651568,1,0,0,4,1
12350.503298584106,2,0,0,3,1
1436.4775129115628,17,1,1,0,0
17409.708855694927,2,0,0,3,1
74.06635952505333,8,1,1,0,0
6439.1157223728205,3,0,0,4,1
16478.320311373882,3,0,0,3,1
111.2170844368377,21,1,1,0,0
703.7833769241481,14,1,1,0,0
1357.2307475723344,2,0,0,3,1
24501.123642954222,2,0,0,4,1
17840.45924291052,4,0,0,3,1
242.83744294777566,3,0,0,3,1
5876.859536651158,3,0,0,4,1
412.8371647820147,20,1,1,0,0
141.2262589191605,16,1,1,0,0
310.61209436373935,20,1,1,0,0
8468.821663372493,2,0,0,4,1
12459.196619590022,2,0,0,4,1
12493.946997626706,3,0,0,3,1
108.19095172217556,16,1,1,0,0
122.17008122659048,19,1,1,0,0
720.8823555486433,9,1,1,0,0
61.08495008027152,9,1,1,0,0
8.24095736533203,12,1,1,0,0
11182.064460817006,1,0,0,4,1
27104.740255210796,3,0,0,4,1
29.799068590639536,18,1,1,0,0
712.5000246700516,11,1,1,0,0
3203.3149388369498,4,0,0,4,1
130.02506132270292,17,1,1,0,0
430.56267334377907,18,1,1,0,0
21399.166252098814,2,0,0,3,1
112.19050183921219,13,1,1,0,0
22891.67902195026,3,0,0,4,1
214.3543996240333,21,1,1,0,0
592.0034431538593,11,1,1,0,0
547.6330906986971,6,1,1,0,0
439.3443467290197,1,0,0,3,1
488.0987417981935,7,1,1,0,0
41.2018860255598,12,1,1,0,0
231.35865685708444,14,1,1,0,0
177.74931701518113,10,1,1,0,0
17692.97795576162,4,0,0,4,1
11204.005605084405,2,0,0,4,1
341.49979458793416,12,1,1,0,0
606.8574676445946,19,1,1,0,0
1327.2038436131677,20,1,1,0,0
7138.892915919481,0,0,0,3,1
6744.753386706935,4,0,0,3,1
41482.32192423502,0,0,0,4,1
395.8413778274514,17,1,1,0,0
37648.52137246444,0,0,0,3,1
189.9320697795713,14,1,1,0,0
27159.171504843584,4,0,0,3,1
838.8277287902217,1,0,0,4,1
2573.146449853045,1,0,0,3,1
249.08485228553207,7,1,1,0,0
507.78181651452735,4,0,0,3,1
1.6090037262908277,20,1,1,0,0
39.94378791511902,12,1,1,0,0
19738.770111160655,2,0,0,4,1
141.95596711478044,6,1,1,0,0
61.5638227486473,13,1,1,0,0
6.995047511100766,16,1,1,0,0
3197.443595848073,1,0,0,4,1
5.568566223229802,12,1,1,0,0
8949.458461952796,2,0,0,4,1
152.57994470087033,12,1,1,0,0
49.962650288828776,12,1,1,0,0
125.43377104634288,7,1,1,0,0
13188.952936941374,2,0,0,4,1
3107.3630977440207,0,0,0,4,1
1009.5924630091235,7,1,1,0,0
6097.314552735263,4,0,0,4,1
233.4145112901766,16,1,1,0,0
14170.686927412677,2,0,0,4,1
220.53084353660165,16,1,1,0,0
15643.910257197822,4,0,0,3,1
31.439758259447622,9,1,1,0,0
25513.140218897624,4,0,0,4,1
16.600073049047555,9,1,1,0,0
21.58540821948895,21,1,1,0,0
14067.019354415072,2,0,0,4,1
1508.307733488942,3,0,0,3,1
244.80477280899993,7,1,1,0,0
280.7466668616582,20,1,1,0,0
11053.186580570762,0,0,0,4,1
222.86180854874578,16,1,1,0,0
26.288257145648167,19,1,1,0,0
582.4048359526316,20,1,1,0,0
7463.239998010386,2,0,0,3,1
111.88820872603576,12,1,1,0,0
4495.959028900022,3,0,0,4,1
4798.905811554757,0,0,0,4,1
28948.176084220242,1,0,0,3,1
314.6321442908304,6,1,1,0,0
476.22132074984853,6,1,1,0,0
1137.6933917034207,10,1,1,0,0
6907.090680460793,2,0,0,4,1
9520.058599955897,4,0,0,3,1
253.61672762070174,16,1,1,0,0
45069.24452595096,2,0,0,3,1
380.5193870466748,10,1,1,0,0
249.78161631259738,19,1,1,0,0
70.7346767817765,18,1,1,0,0
368.5605123279902,7,1,1,0,0
300.40910920350694,8,1,1,0,0
24851.546750788966,2,0,0,3,1
276.7299488863658,8,1,1,0,0
467.1858048807235,21,1,1,0,0
4634.068926677637,4,0,0,4,1
5565.995498792759,3,0,0,4,1
405.9774580294448,16,1,1,0,0
353.56615084245965,12,1,1,0,0
930.7315181394468,8,1,1,0,0
13612.050222038899,1,0,0,4,1
298.7514098631424,3,0,0,3,1
7162.168765009835,0,0,0,3,1
1434.7277255872696,14,1,1,0,0
10476.899063078843,0,0,0,4,1
25667.587539163036,4,0,0,4,1
15788.899634896092,2,0,0,4,1
364.32808026456235,3,0,0,3,1
558.4281819897236,20,1,1,0,0
562.9741601626127,11,1,1,0,0
18051.029063641592,4,0,0,3,1
4737.769699719254,4,0,0,4,1
27.88905869885908,8,1,1,0,0
11769.950748486419,3,0,0,4,1
28537.61287151267,0,0,0,4,1
47.591510240658245,15,1,1,0,0
35744.786229367826,4,0,0,4,1
12398.428114930737,3,0,0,3,1
2382.6830788276206,1,0,0,3,1
549.4039535514091,14,1,1,0,0
922.8924336684285,2,0,0,3,1
673.8355537396767,11,1,1,0,0
260.22718562274895,8,1,1,0,0
1826.5462568032287,0,0,0,3,1
309.81077631713913,11,1,1,0,0
16385.55143673589,3,0,0,4,1
133.80406418781826,7,1,1,0,0
2573.146449853045,1,0,0,3,1
216.23777562221497,17,1,1,0,0
7494.489118903003,4,0,0,3,1
12065.69292025167,0,0,0,3,1
282.95989722880694,13,1,1,0,0
5125.722405610613,0,0,0,3,1
14046.95125776791,1,0,0,3,1
31339.141316099707,3,0,0,3,1
7618.857798585167,3,0,0,3,1
435.76345543695084,20,1,1,0,0
76521.50588108858,1,0,0,3,1
24.022602991314823,17,1,1,0,0
4707.226349664191,1,0,0,4,1
1881.8550928584982,0,0,0,3,1
1146.106588237905,3,0,0,4,1
20583.490917095743,2,0,0,3,1
54.44033871199043,20,1,1,0,0
731.7474231421945,2,0,0,3,1
470.0726413686459,11,1,1,0,0
10405.14503238974,1,0,0,3,1
267.6482639170393,7,1,1,0,0
17896.165598239142,1,0,0,4,1
19682.40979985811,4,0,0,4,1
5831.611133759351,0,0,0,4,1
419.9697690349025,13,1,1,0,0
21686.38981016874,3,0,0,3,1
158.87225364226495,15,1,1,0,0
335.93124367486706,14,1,1,0,0
1818.857652510444,11,1,1,0,0
30760.752082246498,2,0,0,3,1
52.43654672199102,16,1,1,0,0
18706.400413524254,4,0,0,4,1
268.88350004728613,9,1,1,0,0
2280.6630794228613,4,0,0,4,1
25667.587539163036,4,0,0,4,1
6742.56808386697,4,0,0,3,1
235.70946833457833,12,1,1,0,0
3714.0064122331546,1,0,0,3,1
6440.919429929829,1,0,0,4,1
4445.404823797031,0,0,0,4,1
321.0341255711684,7,1,1,0,0
35048.49149948206,4,0,0,3,1
11.475296196741025,10,1,1,0,0
157.5055510661682,15,1,1,0,0
516.079029046796,11,1,1,0,0
11422.780787416836,1,0,0,3,1
17196.24039210359,1,0,0,3,1
12570.487544544101,4,0,0,4,1
27585.37371366636,4,0,0,4,1
37.28783514884504,17,1,1,0,0
698.0734058502593,11,1,1,0,0
83.19418058587193,13,1,1,0,0
374.8184102213973,11,1,1,0,0
9557.836678297468,4,0,0,4,1
11214.545219072705,0,0,0,4,1
367.4999259390015,7,1,1,0,0
3636.2101069597516,3,0,0,4,1
350.03357881715687,19,1,1,0,0
113.00998080626482,6,1,1,0,0
185.43059654613884,19,1,1,0,0
56.32740003344875,20,1,1,0,0
160.3970803860402,7,1,1,0,0
69.32766190352898,11,1,1,0,0
1846.975325401545,3,0,0,4,1
7295.045988088368,4,0,0,3,1
14176.258223226572,4,0,0,4,1
18265.989794870675,4,0,0,3,1
6446.221836124999,0,0,0,3,1
7992.345740874881,1,0,0,4,1
336.5276508482607,15,1,1,0,0
26762.4148716466,0,0,0,4,1
129.2380449090293,11,1,1,0,0
190.6312018270857,17,1,1,0,0
10409.79786570902,0,0,0,4,1
228.73645038307933,14,1,1,0,0
14830.401150890248,3,0,0,3,1
15381.827901590455,4,0,0,4,1
1741.6881199581044,4,0,0,3,1
197.95216395591737,7,1,1,0,0
173.48246433416412,17,1,1,0,0
417.54296634820486,20,1,1,0,0
232.5299705898516,10,1,1,0,0
2820.8492433512874,4,0,0,4,1
4325.26293454678,0,0,0,4,1
898.6566375750417,2,0,0,4,1
7031.1734245007665,0,0,0,3,1
203.64392936340522,17,1,1,0,0
492.99933531947835,15,1,1,0,0
3353.910491550886,4,0,0,4,1
14059.628562167565,2,0,0,4,1
97.31437692980096,19,1,1,0,0
255.01555776634552,17,1,1,0,0
24799.76313806779,1,0,0,4,1
591.40349156395,16,1,1,0,0
3875.473295414241,4,0,0,4,1
9166.89566319573,1,0,0,4,1
7198.223403499359,1,0,0,4,1
13880.044810327276,1,0,0,3,1
623.2682058801906,4,0,0,3,1
3211.865396896126,2,0,0,3,1
94.86407730976978,17,1,1,0,0
518.5042302665619,15,1,1,0,0
48.33102756438287,14,1,1,0,0
50.95426919128718,12,1,1,0,0
94590.47522539528,4,0,0,3,1
76.5478534276392,19,1,1,0,0
13139.096483226842,2,0,0,4,1
805.291715150417,14,1,1,0,0
18061.294209704723,1,0,0,4,1
15256.354338230933,0,0,0,3,1
4079.534022791366,3,0,0,3,1
279.9662571102045,14,1,1,0,0
225.0429751048171,7,1,1,0,0
306.70454295545267,20,1,1,0,0
292.3153378799953,8,1,1,0,0
12008.067665215953,0,0,0,4,1
399.45141908019974,12,1,1,0,0
14279.092702177306,4,0,0,3,1
534.7542421216895,8,1,1,0,0
9559.865014679424,3,0,0,4,1
122.02650328046855,8,1,1,0,0
263.3477585417267,17,1,1,0,0
922.8924336684285,2,0,0,3,1
38244.26701978789,2,0,0,4,1
11503.090286015535,1,0,0,4,1
30793.36955259216,2,0,0,3,1
28905.747753186944,4,0,0,4,1
313.0983756050717,12,1,1,0,0
159.7737525537964,19,1,1,0,0
226.28965638853882,8,1,1,0,0
28507.54595354972,0,0,0,3,1
28733.00172741034,3,0,0,4,1
38030.02219029616,3,0,0,3,1
473.6989527185629,7,1,1,0,0
11.17030255730165,7,1,1,0,0
19111.86720414128,4,0,0,4,1
126.04147279164508,8,1,1,0,0
1449.0935720755967,19,1,1,0,0
8984.56687001519,4,0,0,3,1
188.59747869325284,21,1,1,0,0
5720.8563580579375,3,0,0,4,1
346.01752207009525,9,1,1,0,0
504.272150246399,13,1,1,0,0
493.62976053737975,6,1,1,0,0
471.33923437638225,20,1,1,0,0
198.25804736102188,17,1,1,0,0
441.44038597845616,11,1,1,0,0
90.67601444808712,17,1,1,0,0
28837.910748323626,3,0,0,4,1
4068.586893111868,3,0,0,3,1
14090.343949513037,4,0,0,4,1
15504.514565145151,3,0,0,3,1
45.14940611785437,15,1,1,0,0
4624.525451443821,2,0,0,3,1
79.81885122326902,18,1,1,0,0
5321.950287715261,2,0,0,3,1
22.06689915017221,8,1,1,0,0
7000.507537986441,3,0,0,3,1
13349.7856140408,3,0,0,4,1
20.665097207738203,14,1,1,0,0
572.1196823393072,17,1,1,0,0
615.4559191562439,11,1,1,0,0
398.66644724318684,17,1,1,0,0
43829.89759178479,3,0,0,3,1
3184.7822768788383,0,0,0,4,1
158.06664833242655,8,1,1,0,0
49.47118546633393,16,1,1,0,0
6960.7271251812435,2,0,0,3,1
260.7996615346661,13,1,1,0,0
7879.066149144509,0,0,0,4,1
96.7928699374028,8,1,1,0,0
4687.376866663535,1,0,0,3,1
25.41571875118148,21,1,1,0,0
6798.420418902072,3,0,0,3,1
2050.7547110957703,3,0,0,4,1
293.2681329397133,21,1,1,0,0
124.30967757660041,7,1,1,0,0
197.34405352673377,16,1,1,0,0
30373.61096815432,4,0,0,3,1
297.0650739256603,20,1,1,0,0
10801.412646086115,4,0,0,4,1
790.8830778757948,9,1,1,0,0
192.43509962831135,21,1,1,0,0
401.25268549966967,13,1,1,0,0
22052.422986071422,3,0,0,3,1
11503.090286015535,1,0,0,4,1
29.767952098035558,11,1,1,0,0
1236.849372863902,4,0,0,4,1
986.2139769805806,11,1,1,0,0
10744.481859539308,0,0,0,4,1
6115.641029785814,0,0,0,4,1
10691.762114029028,4,0,0,4,1
8987.149227144087,3,0,0,3,1
61262.01389852365,4,0,0,3,1
23767.589646136814,2,0,0,3,1
237.34529029301447,16,1,1,0,0
33054.86673322976,4,0,0,3,1
1.310733190560931,8,1,1,0,0
11204.005605084405,2,0,0,4,1
28.717683164542578,9,1,1,0,0
322.5135316230092,16,1,1,0,0
5.12787601754016,9,1,1,0,0
6569.921190422462,4,0,0,4,1
83.26158555432872,13,1,1,0,0
648.8869249293194,11,1,1,0,0
354.0780538518898,19,1,1,0,0
624.4171981580981,2,0,0,3,1
36309.68371650358,2,0,0,3,1
1015.993360477978,10,1,1,0,0
30169.894337561815,1,0,0,4,1
331.46751794523686,16,1,1,0,0
20873.058956318335,1,0,0,3,1
242.2701720450411,16,1,1,0,0
67.87472059556166,9,1,1,0,0
172.75940227070527,16,1,1,0,0
77.31256299203547,7,1,1,0,0
119.36298229893409,6,1,1,0,0
158.76455650272158,18,1,1,0,0
26.572703227746945,21,1,1,0,0
2272.447829940689,3,0,0,3,1
31.083343709888275,20,1,1,0,0
454.03519160927124,14,1,1,0,0
245.20812226844788,7,1,1,0,0
71.01802914150382,9,1,1,0,0
9406.78891243819,3,0,0,3,1
664.9094889591071,13,1,1,0,0
1020.2526048366168,16,1,1,0,0
2589.2793834192635,0,0,0,4,1
90.25581120654789,7,1,1,0,0
206.6345217146676,18,1,1,0,0
16013.761497578758,2,0,0,3,1
33764.39300313587,1,0,0,3,1
87.17503420990548,8,1,1,0,0
65.69077710216328,21,1,1,0,0
26333.153106199585,0,0,0,3,1
868.6684809362497,9,1,1,0,0
129.9973224271138,12,1,1,0,0
315.5681816248659,12,1,1,0,0
52.657805067404475,11,1,1,0,0
445.96999919549734,1,0,0,3,1
3751.3633444303264,0,0,0,3,1
19231.939613405717,0,0,0,4,1
57.63339175671248,13,1,1,0,0
18472.816353799404,3,0,0,4,1
84.60954445363672,15,1,1,0,0
9775.265966777575,3,0,0,3,1
453.99417008717074,12,1,1,0,0
12.222390758954663,12,1,1,0,0
23.671290169276467,19,1,1,0,0
28417.968729461183,0,0,0,3,1
364.32808026456235,3,0,0,3,1
3.7872954384190836,4,0,0,4,1
415.861667661363,6,1,1,0,0
16513.48378555143,2,0,0,4,1
27818.8111238581,0,0,0,3,1
68414.60017473296,4,0,0,4,1
380.72085194370777,10,1,1,0,0
22.49121578270495,13,1,1,0,0
24.678528097230725,10,1,1,0,0
2299.1377361196082,4,0,0,3,1
145.88757962960807,19,1,1,0,0
339.3133347852273,6,1,1,0,0
461.2243806755168,15,1,1,0,0
140.49210332480166,20,1,1,0,0
0.4063628083043444,20,1,1,0,0
40549.27006882708,1,0,0,4,1
893.1873697529842,8,1,1,0,0
2740.354097528221,1,0,0,3,1
15185.460750464934,3,0,0,3,1
242.4691445793994,21,1,1,0,0
1135.4033918763703,8,1,1,0,0
98.38519630871895,7,1,1,0,0
679.750757712697,15,1,1,0,0
542.900019016104,12,1,1,0,0
254.1133785416382,14,1,1,0,0
118.04196796264078,8,1,1,0,0
47429.09621547863,0,0,0,3,1
4526.463008486714,3,0,0,4,1
1438.0280952624473,0,0,0,3,1
342.04433858261064,11,1,1,0,0
433.73781352164036,8,1,1,0,0
4240.730882415546,1,0,0,3,1
10711.7447623033,2,0,0,4,1
46.15316849583016,10,1,1,0,0
85827.97957975637,4,0,0,4,1
18706.400413524254,4,0,0,4,1
313.26307137965705,21,1,1,0,0
13880.044810327276,1,0,0,3,1
45.5270962113255,15,1,1,0,0
27.678810647798482,10,1,1,0,0
24991.402605608073,2,0,0,4,1
7868.622735236733,3,0,0,3,1
3268.3072351451733,3,0,0,4,1
376.2840107752729,11,1,1,0,0
448.3133755015115,14,1,1,0,0
310.4857340972785,10,1,1,0,0
407.9926252036122,8,1,1,0,0
39273.646223237476,4,0,0,3,1
249.44296096347566,20,1,1,0,0
105.44550768807909,13,1,1,0,0
8703.143923274061,4,0,0,3,1
20.28013162857755,20,1,1,0,0
22.803926476616166,17,1,1,0,0
383.51385539168484,15,1,1,0,0
261.26968274271036,21,1,1,0,0
376.32023295745057,19,1,1,0,0
17181.085829752385,2,0,0,4,1
2463.9617075198516,3,0,0,4,1
9482.106294161125,3,0,0,3,1
11477.374172977226,0,0,0,4,1
289.62281409718884,15,1,1,0,0
933.8396175012616,10,1,1,0,0
499.99900374439625,17,1,1,0,0
13082.085399186766,0,0,0,4,1
208.85631570479677,13,1,1,0,0
418.7934089121356,19,1,1,0,0
340.58595350990487,15,1,1,0,0
384.8041252635314,19,1,1,0,0
39.818562550831665,9,1,1,0,0
1070.33944148751,12,1,1,0,0
12848.0584520859,3,0,0,4,1
7992.345740874881,1,0,0,4,1
174.18207946351964,15,1,1,0,0
146.92632730208544,17,1,1,0,0
11.208218402844821,7,1,1,0,0
5167.009272263787,3,0,0,4,1
109.69464992609558,14,1,1,0,0
181.40562490486136,21,1,1,0,0
539.765386876058,6,1,1,0,0
11881.633839516982,4,0,0,3,1
1372.6885800988787,0,0,0,3,1
297.3892724980223,15,1,1,0,0
812.7752184569656,8,1,1,0,0
698.5811344116573,3,0,0,3,1
261.77277773301176,0,0,0,3,1
14191.120005008555,2,0,0,3,1
344.21391019205936,8,1,1,0,0
218.1576851381893,18,1,1,0,0
40.44972575476428,6,1,1,0,0
363.83724376589333,11,1,1,0,0
196.6919263907417,13,1,1,0,0
6189.859365989073,1,0,0,4,1
3205.530902315457,3,0,0,4,1
349.8398166456142,2,0,0,3,1
177.8995774274177,19,1,1,0,0
34595.28605824122,3,0,0,3,1
172.2239812610522,7,1,1,0,0
24.511366636449335,12,1,1,0,0
97.63834320811254,2,0,0,4,1
5136.474134772677,0,0,0,4,1
5349.941386345472,2,0,0,3,1
216.37417306352276,20,1,1,0,0
24501.123642954222,2,0,0,4,1
27204.496685085185,4,0,0,3,1
26585.12187323025,4,0,0,3,1
893.4411353868278,13,1,1,0,0
249.7736693608936,12,1,1,0,0
22356.396422486792,3,0,0,4,1
85.89566027591327,8,1,1,0,0
65.97104196125296,13,1,1,0,0
152.27668058887838,18,1,1,0,0
313.0816855426452,8,1,1,0,0
14.976118037375777,18,1,1,0,0
9852.045893736413,1,0,0,3,1
10047.612778253631,2,0,0,3,1
311.14315584836675,16,1,1,0,0
1975.1193089350215,19,1,1,0,0
511.0644094559293,10,1,1,0,0
4175.832685640408,1,0,0,4,1
28.059072543708453,15,1,1,0,0
827.3247485146974,13,1,1,0,0
5887.13550590062,0,0,0,4,1
48.54377316126371,21,1,1,0,0
5172.3218113333305,3,0,0,4,1
728.3938609068014,8,1,1,0,0
559.3757982354892,11,1,1,0,0
1251.397911578521,4,0,0,4,1
15679.937712331135,2,0,0,4,1
306.8581331078506,3,0,0,3,1
447.0348599194951,9,1,1,0,0
8364.4527340578,1,0,0,3,1
7504.800371284461,3,0,0,3,1
3831.0094434504986,3,0,0,3,1
742.8780557627636,8,1,1,0,0
14293.606539608742,2,0,0,4,1
21.726669442105344,18,1,1,0,0
357.2970943834268,19,1,1,0,0
259.05545545146947,1,0,0,4,1
322.27997081546283,9,1,1,0,0
117.0895590689416,21,1,1,0,0
496.3297119121041,11,1,1,0,0
205.86065920304503,15,1,1,0,0
41550.37531989475,1,0,0,4,1
338.86379113210677,16,1,1,0,0
699.6542601733616,1,0,0,4,1
23361.437598806227,4,0,0,4,1
11734.899188446097,2,0,0,3,1
17.78451193462134,13,1,1,0,0
365.719472214606,16,1,1,0,0
23960.087415942155,3,0,0,3,1
708.0075009321141,6,1,1,0,0
1199.4444180456167,0,0,0,3,1
584.8525599521049,15,1,1,0,0
30078.85550574052,1,0,0,4,1
308.90663032507047,12,1,1,0,0
224.75983953168222,8,1,1,0,0
658.3864476714876,20,1,1,0,0
1615.9160005491149,8,1,1,0,0
10847.182630496727,2,0,0,4,1
21.00205391323241,15,1,1,0,0
274.17151432764723,9,1,1,0,0
14333.493117586437,2,0,0,4,1
9.677556462181442,6,1,1,0,0
65.53850229226327,7,1,1,0,0
22320.952782416225,4,0,0,3,1
40761.08708307081,0,0,0,3,1
2904.991601951224,1,0,0,4,1
1135.7216354578068,14,1,1,0,0
8472.74200786348,2,0,0,3,1
62389.30758875005,4,0,0,4,1
382.0090123742384,6,1,1,0,0
127.44357531062501,7,1,1,0,0
103.53707994832124,21,1,1,0,0
4184.713248080384,0,0,0,3,1
94.67797393004867,14,1,1,0,0
393.7686088607978,6,1,1,0,0
33743.91401344606,1,0,0,4,1
2740.354097528221,1,0,0,3,1
1030.3778433552873,12,1,1,0,0
23812.457888952613,1,0,0,3,1
11125.559746950938,4,0,0,3,1
7723.889738359519,3,0,0,4,1
158.80946322188484,9,1,1,0,0
67013.33298376012,2,0,0,3,1
263.66727791347296,20,1,1,0,0
19.327660207705303,14,1,1,0,0
3.7872954384190836,4,0,0,4,1
135.38476950193896,8,1,1,0,0
379.76954590621835,9,1,1,0,0
156.30427184470693,18,1,1,0,0
13.997057140189312,10,1,1,0,0
256.74259380027945,15,1,1,0,0
43550.42994125057,1,0,0,4,1
839.3975528377989,8,1,1,0,0
15792.447517388502,2,0,0,3,1
34281.88839490141,4,0,0,3,1
132.86322858200526,11,1,1,0,0
21316.717820195674,2,0,0,4,1
5024.3289678070205,2,0,0,3,1
574.0538563151352,18,1,1,0,0
4769.739578806068,2,0,0,4,1
5024.3289678070205,2,0,0,3,1
74.39802855954181,17,1,1,0,0
740.2297308714592,1,0,0,4,1
699.5887086573537,17,1,1,0,0
54.366569227558095,20,1,1,0,0
6262.516677116951,0,0,0,4,1
151.71325606067845,7,1,1,0,0
620.4497000976559,2,0,0,4,1
586.3011886538488,20,1,1,0,0
16.447117917590237,10,1,1,0,0
34983.13982514461,4,0,0,4,1
52.41640770699814,9,1,1,0,0
97.0214223924306,18,1,1,0,0
15374.8368988661,4,0,0,3,1
6525.767857062068,0,0,0,4,1
56317.17514688894,1,0,0,3,1
7483.646430901487,2,0,0,4,1
102.76633215831625,21,1,1,0,0
101.41763953535013,6,1,1,0,0
299.3377379072779,15,1,1,0,0
93.79744880641627,10,1,1,0,0
2596.831718199711,4,0,0,3,1
100.90458847445488,10,1,1,0,0
5160.165238034349,0,0,0,4,1
11068.182516622237,1,0,0,3,1
339.06601096538435,8,1,1,0,0
8574.503488264094,3,0,0,3,1
17429.15405885082,0,0,0,3,1
385.60672558681784,19,1,1,0,0
252.01329167617723,18,1,1,0,0
5278.662714002548,3,0,0,3,1
569.1297135352318,0,0,0,4,1
68.94961286140125,15,1,1,0,0
271.33068423008166,15,1,1,0,0
13412.878717949614,4,0,0,3,1
6903.998764546979,3,0,0,4,1
238.7093538416795,11,1,1,0,0
87974.1399238324,1,0,0,3,1
627.8206836529916,6,1,1,0,0
1285.1596726657615,7,1,1,0,0
272.8782449820377,16,1,1,0,0
4188.984107901408,2,0,0,4,1
5912.717866488848,2,0,0,4,1
39.57038479833977,19,1,1,0,0
21633.72650093988,0,0,0,4,1
125.13973019855152,13,1,1,0,0
27003.343679937258,2,0,0,4,1
7234.5724171539205,1,0,0,4,1
17429.15405885082,0,0,0,3,1
2511.3058831784665,0,0,0,4,1
